Team 1;Team 2;Team 1 win?;blue side;date;Event;rooster 1;rooster 2;ID;relevance;comment;x
C;EG;1;1;2/3/2014;NA Spring Season 2014 - Week 7;?;?;525;1;;x
C9;Team SoloMid;1;1;2/3/2014;NA Spring Season 2014 - Week 7;?;?;526;1;;x
EG;Team Dignitas;0;1;2/3/2014;NA Spring Season 2014 - Week 7;?;?;527;1;;x
XDG;CLG;0;1;2/3/2014;NA Spring Season 2014 - Week 7;?;?;528;1;;x
Team Curse;C;0;1;2/3/2014;NA Spring Season 2014 - Week 7;?;?;529;1;;x
Team Dignitas;EG;0;1;23/2/2014;NA Spring Season 2014 - Week 6;?;?;530;1;;x
Team SoloMid;C;0;1;23/2/2014;NA Spring Season 2014 - Week 6;?;?;531;1;;x
Team Curse;C9;0;1;23/2/2014;NA Spring Season 2014 - Week 6;?;?;532;1;;x
CLG;XDG;1;1;23/2/2014;NA Spring Season 2014 - Week 6;?;?;533;1;;x
C9;EG;1;1;23/2/2014;NA Spring Season 2014 - Week 6;?;?;534;1;;x
Team SoloMid;Team Curse;1;1;23/2/2014;NA Spring Season 2014 - Week 6;?;?;535;1;;x
C;CLG;0;1;23/2/2014;NA Spring Season 2014 - Week 6;?;?;536;1;;x
Team Dignitas;XDG;1;1;23/2/2014;NA Spring Season 2014 - Week 6;?;?;537;1;;x
CLG;C9;1;1;16/2/2014;NA Spring Season 2014 - Week 5;?;?;538;1;;x
EG;Team Curse;1;1;16/2/2014;NA Spring Season 2014 - Week 5;?;?;539;1;;x
C;XDG;1;1;16/2/2014;NA Spring Season 2014 - Week 5;?;?;540;1;;x
Team SoloMid;Team Dignitas;1;1;16/2/2014;NA Spring Season 2014 - Week 5;?;?;541;1;;x
XDG;Team Curse;0;1;16/2/2014;NA Spring Season 2014 - Week 5;?;?;542;1;;x
C9;Team Dignitas;1;1;16/2/2014;NA Spring Season 2014 - Week 5;?;?;543;1;;x
EG;C;0;1;16/2/2014;NA Spring Season 2014 - Week 5;?;?;544;1;;x
CLG;Team SoloMid;0;1;16/2/2014;NA Spring Season 2014 - Week 5;?;?;545;1;;x
C9;XDG;1;1;9/2/2014;NA Spring Season 2014 - Week 4;?;?;546;1;;x
Team Dignitas;C;1;1;9/2/2014;NA Spring Season 2014 - Week 4;?;?;547;1;;x
EG;Team SoloMid;0;1;9/2/2014;NA Spring Season 2014 - Week 4;?;?;548;1;;x
Team Curse;Team Dignitas;1;1;9/2/2014;NA Spring Season 2014 - Week 4;?;?;549;1;;x
CLG;EG;1;1;9/2/2014;NA Spring Season 2014 - Week 4;?;?;550;1;;x
Team Curse;Team SoloMid;0;1;9/2/2014;NA Spring Season 2014 - Week 4;?;?;551;1;;x
C9;C;1;1;9/2/2014;NA Spring Season 2014 - Week 4;?;?;552;1;;x
XDG;Team Dignitas;1;1;9/2/2014;NA Spring Season 2014 - Week 4;?;?;553;1;;x
Team SoloMid;XDG;1;1;2/2/2014;NA Spring Season 2014 - Week 3;?;?;554;1;;x
C;C9;0;1;2/2/2014;NA Spring Season 2014 - Week 3;?;?;555;1;;x
Team Curse;CLG;0;1;2/2/2014;NA Spring Season 2014 - Week 3;?;?;556;1;;x
EG;C9;0;1;2/2/2014;NA Spring Season 2014 - Week 3;?;?;557;1;;x
XDG;CLG;1;1;2/2/2014;NA Spring Season 2014 - Week 3;?;?;558;1;;x
Team Curse;EG;0;1;2/2/2014;NA Spring Season 2014 - Week 3;?;?;559;1;;x
CLG;C;1;1;2/2/2014;NA Spring Season 2014 - Week 3;?;?;560;1;;x
Team SoloMid;C9;1;1;2/2/2014;NA Spring Season 2014 - Week 3;?;?;561;1;;x
Team Dignitas;XDG;1;1;26/1/2014;NA Spring Season 2014 - Week 2;?;?;562;1;;x
C;Team Curse;0;1;26/1/2014;NA Spring Season 2014 - Week 2;?;?;563;1;;x
EG;Team Dignitas;0;1;26/1/2014;NA Spring Season 2014 - Week 2;?;?;564;1;;x
Team SoloMid;CLG;1;1;26/1/2014;NA Spring Season 2014 - Week 2;?;?;565;1;;x
XDG;EG;0;1;26/1/2014;NA Spring Season 2014 - Week 2;?;?;566;1;;x
C;Team SoloMid;0;1;26/1/2014;NA Spring Season 2014 - Week 2;?;?;567;1;;x
C9;Team Curse;1;1;26/1/2014;NA Spring Season 2014 - Week 2;?;?;568;1;;x
Team Dignitas;CLG;1;1;26/1/2014;NA Spring Season 2014 - Week 2;?;?;569;1;;x
C9;Team SoloMid;1;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;570;1;;x
EG;XDG;0;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;571;1;;x
Team Curse;C;1;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;572;1;;x
XDG;C9;0;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;573;1;;x
Team SoloMid;EG;1;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;574;1;;x
CLG;Team Dignitas;1;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;575;1;;x
Team Curse;XDG;1;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;576;1;;x
C9;CLG;1;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;577;1;;x
Team Dignitas;Team SoloMid;0;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;578;1;;x
EG;CLG;1;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;579;1;;x
C;Team Dignitas;0;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;580;1;;x
CLG;Team Curse;1;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;581;1;;x
Team Dignitas;C9;1;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;582;1;;x
C;EG;1;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;583;1;;x
Team SoloMid;Team Curse;1;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;584;1;;x
XDG;C;0;1;19/1/2014;NA Spring Season 2014 - Week 1;?;?;585;1;;x
CLG;C;1;1;18/4/2014;NA Spring Playoffs 2014 - Quarterfinals;?;?;586;1;match 1,bo3;x
C;CLG;0;1;18/4/2014;NA Spring Playoffs 2014 - Quarterfinals;?;?;587;1;match 2,bo3;x
Team Dignitas;Team Curse;1;1;18/4/2014;NA Spring Playoffs 2014 - Quarterfinals;?;?;588;1;match 1,bo3;x
Team Curse;Team Dignitas;1;1;18/4/2014;NA Spring Playoffs 2014 - Quarterfinals;?;?;589;1;match 2,bo3;x
Team Dignitas;Team Curse;0;1;18/4/2014;NA Spring Playoffs 2014 - Quarterfinals;?;?;590;1;match 2,bo3;x
Team SoloMid;CLG;0;1;19/4/2014;NA Spring Playoffs 2014 - Semifinals;?;?;591;1;match 1,bo3;x
CLG;Team SoloMid;0;1;19/4/2014;NA Spring Playoffs 2014 - Semifinals;?;?;592;1;match 2,bo3;x
Team SoloMid;CLG;1;1;19/4/2014;NA Spring Playoffs 2014 - Semifinals;?;?;593;1;match 3,bo3;x
C9;Team Curse;1;1;19/4/2014;NA Spring Playoffs 2014 - Semifinals;?;?;594;1;match 2,bo3;x
Team Curse;C9;0;1;19/4/2014;NA Spring Playoffs 2014 - Semifinals;?;?;595;1;match 2,bo3;x
Team Dignitas;C;1;1;19/4/2014;NA Spring Playoffs 2014 - Fifth and Third Place;?;?;596;1;match 1,bo3;x
C;Team Dignitas;1;1;19/4/2014;NA Spring Playoffs 2014 - Fifth and Third Place;?;?;597;1;match 2,bo3;x
Team Dignitas;C;1;1;19/4/2014;NA Spring Playoffs 2014 - Fifth and Third Place;?;?;598;1;match 3,bo3;x
CLG;Team Curse;1;1;20/4/2014;NA Spring Playoffs 2014 - Fifth and Third Place;?;?;599;1;match 1,bo3;x
Team Curse;CLG;0;1;20/4/2014;NA Spring Playoffs 2014 - Fifth and Third Place;?;?;600;1;match 2,bo3;x
C9;Team SoloMid;1;1;20/4/2014;NA Spring Playoffs 2014 - Finals;?;?;601;1;match 1,bo5;x
Team SoloMid;C9;0;1;20/4/2014;NA Spring Playoffs 2014 - Finals;?;?;602;1;match 2,bo5;x
C9;Team SoloMid;1;1;20/4/2014;NA Spring Playoffs 2014 - Finals;?;?;603;1;match 3,bo5;x
Edward Gaming;LGD;1;1;19/8/2014;LPL Summer 2014 - Semifinals;?;?;604;1;match 1,bo5;x
LGD;Edward Gaming;0;1;19/8/2014;LPL Summer 2014 - Semifinals;?;?;605;1;match 2,bo5;x
Edward Gaming;LGD;1;1;19/8/2014;LPL Summer 2014 - Semifinals;?;?;606;1;match 3,bo5;x
Gamania;SKT T1 K;0;1;23/9/2013;Wold Championship 2013;?;?;607;1;;x
SKT T1 K;Gamania;1;1;23/9/2013;Wold Championship 2013;?;?;608;1;;x
Gambit;NJBS;1;1;23/9/2013;Wold Championship 2013;?;?;609;1;;x
NJBS;Gambit;1;1;23/9/2013;Wold Championship 2013;?;?;610;1;;x
Gambit;NJBS;0;1;23/9/2013;Wold Championship 2013;?;?;611;1;;x
Star Horn Royal Club;OMG;1;1;23/9/2013;Wold Championship 2013;?;?;612;1;;x
OMG;Star Horn Royal Club;0;1;23/9/2013;Wold Championship 2013;?;?;613;1;;x
Fnatic;C9;1;1;23/9/2013;Wold Championship 2013;?;?;614;1;;x
C9;Fnatic;1;1;23/9/2013;Wold Championship 2013;?;?;615;1;;x
Fnatic;C9;1;1;23/9/2013;Wold Championship 2013;?;?;616;1;;x
SKT T1 K;NJBS;0;1;23/9/2013;Wold Championship 2013;?;?;617;1;;x
NJBS;SKT T1 K;0;1;23/9/2013;Wold Championship 2013;?;?;618;1;;x
SKT T1 K;NJBS;0;1;23/9/2013;Wold Championship 2013;?;?;619;1;;x
NJBS;SKT T1 K;0;1;23/9/2013;Wold Championship 2013;?;?;620;1;;x
SKT T1 K;NJBS;1;1;23/9/2013;Wold Championship 2013;?;?;621;1;;x
Fnatic;Star Horn Royal Club;0;1;23/9/2013;Wold Championship 2013;?;?;622;1;;x
Star Horn Royal Club;Fnatic;1;1;23/9/2013;Wold Championship 2013;?;?;623;1;;x
Fnatic;Star Horn Royal Club;1;1;23/9/2013;Wold Championship 2013;?;?;624;1;;x
Star Horn Royal Club;Fnatic;1;1;23/9/2013;Wold Championship 2013;?;?;625;1;;x
Star Horn Royal Club;SKT T1 K;0;1;23/9/2013;Wold Championship 2013;?;?;626;1;;x
SKT T1 K;Star Horn Royal Club;1;1;23/9/2013;Wold Championship 2013;?;?;627;1;;x
SKT T1 K;Star Horn Royal Club;1;1;23/9/2013;Wold Championship 2013;?;?;628;1;;x
OMG;Star Horn Royal Club;0;1;20/8/2014;LPL Summer 2014 - Semifinals;?;?;629;1;;x
Star Horn Royal Club;OMG;1;1;20/8/2014;LPL Summer 2014 - Semifinals;?;?;630;1;;x
OMG;Star Horn Royal Club;1;1;20/8/2014;LPL Summer 2014 - Semifinals;?;?;631;1;;x
Star Horn Royal Club;OMG;0;1;20/8/2014;LPL Summer 2014 - Semifinals;?;?;632;1;;x
OMG;Star Horn Royal Club;1;1;20/8/2014;LPL Summer 2014 - Semifinals;?;?;633;1;;x
Edward Gaming;OMG;1;1;21/8/2014;LPL Summer 2014 - Winner's Braket Finals;?;?;634;1;;x
OMG;Edward Gaming;1;1;21/8/2014;LPL Summer 2014 - Winner's Braket Finals;?;?;635;1;;x
Edward Gaming;OMG;1;1;21/8/2014;LPL Summer 2014 - Winner's Braket Finals;?;?;636;1;;x
OMG;Edward Gaming;0;1;21/8/2014;LPL Summer 2014 - Winner's Braket Finals;?;?;637;1;;x
SAJ;IPT;1;1;13/6/2014;GPL Summer 2014 - Week 1;?;?;638;1;;x
log F;TPA;0;1;13/6/2014;GPL Summer 2014 - Week 1;?;?;639;1;;x
Machi;ahq;0;1;13/6/2014;GPL Summer 2014 - Week 1;?;?;640;1;;x
SF5;Wargods;1;1;13/6/2014;GPL Summer 2014 - Week 1;?;?;641;1;;x
SF5;Full Louis;1;1;13/6/2014;GPL Summer 2014 - Week 1;?;?;642;1;;x
Full Louis;iSR;1;1;13/6/2014;GPL Summer 2014 - Week 1;?;?;643;1;;x
BKT;iSL;0;1;13/6/2014;GPL Summer 2014 - Week 1;?;?;644;1;;x
IPT;TPA;0;1;13/6/2014;GPL Summer 2014 - Week 1;?;?;645;1;;x
SAJ;BKT;1;1;13/6/2014;GPL Summer 2014 - Week 1;?;?;646;1;;x
log F;iSL;1;1;13/6/2014;GPL Summer 2014 - Week 1;?;?;647;1;;x
Machi;iSR;1;1;13/6/2014;GPL Summer 2014 - Week 1;?;?;648;1;;x
Wargods;ahq;0;1;13/6/2014;GPL Summer 2014 - Week 1;?;?;649;1;;x
IPT;BKT;0;1;20/6/2014;GPL Summer 2014 - Week 2;?;?;650;1;;x
log F;SAJ;1;1;20/6/2014;GPL Summer 2014 - Week 2;?;?;651;1;;x
Machi;SF5;1;1;20/6/2014;GPL Summer 2014 - Week 2;?;?;652;1;;x
Full Louis;ahq;0;1;20/6/2014;GPL Summer 2014 - Week 2;?;?;653;1;;x
TPA;iSL;1;1;20/6/2014;GPL Summer 2014 - Week 2;?;?;654;1;;x
ahq;iSR;1;1;20/6/2014;GPL Summer 2014 - Week 2;?;?;655;1;;x
IPT;log F;0;1;20/6/2014;GPL Summer 2014 - Week 2;?;?;656;1;;x
BKT;TPA;0;1;20/6/2014;GPL Summer 2014 - Week 2;?;?;657;1;;x
iSL;SAJ;0;1;20/6/2014;GPL Summer 2014 - Week 2;?;?;658;1;;x
iSR;SF5;0;1;20/6/2014;GPL Summer 2014 - Week 2;?;?;659;1;;x
Wargods;Machi;1;1;20/6/2014;GPL Summer 2014 - Week 2;?;?;660;1;;x
ahq;SF5;0;1;27/6/2014;GPL Summer 2014 - Week 3;?;?;661;1;;x
iSL;IPT;1;1;27/6/2014;GPL Summer 2014 - Week 3;?;?;662;1;;x
Full Louis;Machi;1;1;27/6/2014;GPL Summer 2014 - Week 3;?;?;663;1;;x
TPA;log F;1;1;27/6/2014;GPL Summer 2014 - Week 3;?;?;664;1;;x
ahq;Machi;1;1;27/6/2014;GPL Summer 2014 - Week 3;?;?;665;1;;x
Wargods;SF5;0;1;27/6/2014;GPL Summer 2014 - Week 3;?;?;666;1;;x
Wargods;Full Louis;1;1;27/6/2014;GPL Summer 2014 - Week 3;?;?;667;1;;x
BKT;log F;0;1;27/6/2014;GPL Summer 2014 - Week 3;?;?;668;1;;x
iSR;Full Louis;0;1;27/6/2014;GPL Summer 2014 - Week 3;?;?;669;1;;x
iSL;BKT;0;1;27/6/2014;GPL Summer 2014 - Week 3;?;?;670;1;;x
IPT;SAJ;0;1;27/6/2014;GPL Summer 2014 - Week 3;?;?;671;1;;x
TPA;SAJ;1;1;4/7/2014;GPL Summer 2014 - Week 4;?;?;672;1;;x
Full Louis;SF5;1;1;4/7/2014;GPL Summer 2014 - Week 4;?;?;673;1;;x
TPA;IPT;1;1;4/7/2014;GPL Summer 2014 - Week 4;?;?;674;1;;x
Full Louis;Wargods;1;1;4/7/2014;GPL Summer 2014 - Week 4;?;?;675;1;;x
ahq;Wargods;1;1;4/7/2014;GPL Summer 2014 - Week 4;?;?;676;1;;x
BKT;SAJ;0;1;4/7/2014;GPL Summer 2014 - Week 4;?;?;677;1;;x
iSL;log F;0;1;4/7/2014;GPL Summer 2014 - Week 4;?;?;678;1;;x
iSR;Machi;0;1;4/7/2014;GPL Summer 2014 - Week 4;?;?;679;1;;x
SF5;Machi;1;1;4/7/2014;GPL Summer 2014 - Week 4;?;?;680;1;;x
SAJ;log F;0;1;4/7/2014;GPL Summer 2014 - Week 4;?;?;681;1;;x
iSL;TPA;0;1;4/7/2014;GPL Summer 2014 - Week 4;?;?;682;1;;x
iSR;ahq;0;1;4/7/2014;GPL Summer 2014 - Week 4;?;?;683;1;;x
BKT;IPT;1;1;4/7/2014;GPL Summer 2014 - Week 4;?;?;684;1;;x
ahq;Full Louis;1;1;11/7/2014;GPL Summer 2014 - Week 5;?;?;685;1;;x
IPT;iSL;1;1;11/7/2014;GPL Summer 2014 - Week 5;?;?;686;1;;x
SF5;iSR;0;1;11/7/2014;GPL Summer 2014 - Week 5;?;?;687;1;;x
log F;IPT;1;1;11/7/2014;GPL Summer 2014 - Week 5;?;?;688;1;;x
iSR;Wargods;1;1;11/7/2014;GPL Summer 2014 - Week 5;?;?;689;1;;x
TPA;BKT;1;1;11/7/2014;GPL Summer 2014 - Week 5;?;?;690;1;;x
Wargods;iSR;0;1;11/7/2014;GPL Summer 2014 - Week 5;?;?;691;1;;x
SAJ;iSL;1;1;11/7/2014;GPL Summer 2014 - Week 5;?;?;692;1;;x
Machi;Wargods;0;1;11/7/2014;GPL Summer 2014 - Week 5;?;?;693;1;;x
Machi;Full Louis;0;1;11/7/2014;GPL Summer 2014 - Week 5;?;?;694;1;;x
log F;BKT;1;1;11/7/2014;GPL Summer 2014 - Week 5;?;?;695;1;;x
SF5;ahq;1;1;11/7/2014;GPL Summer 2014 - Week 5;?;?;696;1;;x
SAJ;TPA;1;1;11/7/2014;GPL Summer 2014 - Week 5;?;?;697;1;;x
Wargods;Machi;0;1;12/7/2014;GPL Summer 2014 - Tie-Breakers;?;?;698;1;;x
iSR;Wargods;1;1;12/7/2014;GPL Summer 2014 - Tie-Breakers;?;?;699;1;;x
Machi;iSR;0;1;12/7/2014;GPL Summer 2014 - Tie-Breakers;?;?;700;1;;x
TPA;iSR;1;1;16/7/2014;GPL Summer 2014 - Quarter-Finals;?;?;701;1;;x
iSR;TPA;0;1;16/7/2014;GPL Summer 2014 - Quarter-Finals;?;?;702;1;;x
TPA;iSR;1;1;16/7/2014;GPL Summer 2014 - Quarter-Finals;?;?;703;1;;x
SAJ;SF5;0;1;18/7/2014;GPL Summer 2014 - Quarter-Finals;?;?;704;1;;x
SF5;SAJ;1;1;18/7/2014;GPL Summer 2014 - Quarter-Finals;?;?;705;1;;x
SAJ;SF5;1;1;18/7/2014;GPL Summer 2014 - Quarter-Finals;?;?;706;1;;x
SF5;SAJ;0;1;18/7/2014;GPL Summer 2014 - Quarter-Finals;?;?;707;1;;x
SAJ;SF5;0;1;18/7/2014;GPL Summer 2014 - Quarter-Finals;?;?;708;1;;x
log F;Full Louis;0;1;24/7/2014;GPL Summer 2014 - Quarter-Finals;?;?;709;1;;x
Full Louis;log F;1;1;24/7/2014;GPL Summer 2014 - Quarter-Finals;?;?;710;1;;x
log F;Full Louis;1;1;24/7/2014;GPL Summer 2014 - Quarter-Finals;?;?;711;1;;x
Full Louis;log F;1;1;24/7/2014;GPL Summer 2014 - Quarter-Finals;?;?;712;1;;x
ahq;BKT;1;1;25/7/2014;GPL Summer 2014 - Quarter-Finals;?;?;713;1;;x
BKT;ahq;0;1;25/7/2014;GPL Summer 2014 - Quarter-Finals;?;?;714;1;;x
ahq;BKT;1;1;25/7/2014;GPL Summer 2014 - Quarter-Finals;?;?;715;1;;x
SF5;TPA;0;1;30/7/2014;GPL Summer 2014 - Semi-Finals;?;?;716;1;;x
TPA;SF5;0;1;30/7/2014;GPL Summer 2014 - Semi-Finals;?;?;717;1;;x
SF5;TPA;0;1;30/7/2014;GPL Summer 2014 - Semi-Finals;?;?;718;1;;x
TPA;SF5;1;1;30/7/2014;GPL Summer 2014 - Semi-Finals;?;?;719;1;;x
log F;ahq;1;1;6/8/2014;GPL Summer 2014 - Semi-Finals;?;?;720;1;;x
ahq;log F;1;1;6/8/2014;GPL Summer 2014 - Semi-Finals;?;?;721;1;;x
log F;ahq;0;1;6/8/2014;GPL Summer 2014 - Semi-Finals;?;?;722;1;;x
ahq;log F;1;1;6/8/2014;GPL Summer 2014 - Semi-Finals;?;?;723;1;;x
log F;SF5;1;1;8/8/2014;GPL Summer 2014 - 3rd/4th match;?;?;724;1;;x
SF5;log F;0;1;8/8/2014;GPL Summer 2014 - 3rd/4th match;?;?;725;1;;x
log F;SF5;0;1;8/8/2014;GPL Summer 2014 - 3rd/4th match;?;?;726;1;;x
SF5;log F;0;1;8/8/2014;GPL Summer 2014 - 3rd/4th match;?;?;727;1;;x
ahq;TPA;0;1;16/8/2014;GPL Summer 2014 - Final;?;?;728;1;;x
TPA;ahq;1;1;16/8/2014;GPL Summer 2014 - Final;?;?;729;1;;x
ahq;TPA;0;1;16/8/2014;GPL Summer 2014 - Final;?;?;730;1;;x
TPS;ahq;0;1;14/2/2014;GPL Spring 2014 - Week 1;?;?;731;1;;x
SAJ;BKT;1;1;14/2/2014;GPL Spring 2014 - Week 1;?;?;732;1;;x
yoe.FW;TPA;0;1;14/2/2014;GPL Spring 2014 - Week 1;?;?;733;1;;x
IPT;iS;0;1;14/2/2014;GPL Spring 2014 - Week 1;?;?;734;1;;x
SAJ;IPT;1;1;14/2/2014;GPL Spring 2014 - Week 1;?;?;735;1;;x
SF5;MLE;1;1;14/2/2014;GPL Spring 2014 - Week 1;?;?;736;1;;x
SGS;SF5;0;1;14/2/2014;GPL Spring 2014 - Week 1;?;?;737;1;;x
BKT;ahq;0;1;14/2/2014;GPL Spring 2014 - Week 1;?;?;738;1;;x
TPS;iS;1;1;14/2/2014;GPL Spring 2014 - Week 1;?;?;739;1;;x
yoe.FW;MLE;1;1;14/2/2014;GPL Spring 2014 - Week 1;?;?;740;1;;x
TPS;SAJ;1;1;21/2/2014;GPL Spring 2014 - Week 2;?;?;741;1;;x
Full Louis;SF5;0;1;21/2/2014;GPL Spring 2014 - Week 2;?;?;742;1;;x
yoe.FW;SGS;0;1;21/2/2014;GPL Spring 2014 - Week 2;?;?;743;1;;x
ahq;iS;1;1;21/2/2014;GPL Spring 2014 - Week 2;?;?;744;1;;x
TPA;MLE;1;1;21/2/2014;GPL Spring 2014 - Week 2;?;?;745;1;;x
IPT;ahq;0;1;21/2/2014;GPL Spring 2014 - Week 2;?;?;746;1;;x
SF5;TPA;0;1;21/2/2014;GPL Spring 2014 - Week 2;?;?;747;1;;x
iS;SAJ;0;1;21/2/2014;GPL Spring 2014 - Week 2;?;?;748;1;;x
BKT;TPS;0;1;21/2/2014;GPL Spring 2014 - Week 2;?;?;749;1;;x
MLE;SGS;0;1;21/2/2014;GPL Spring 2014 - Week 2;?;?;750;1;;x
SGS;Full Louis;1;1;28/2/2014;GPL Spring 2014 - Week 3;?;?;751;1;;x
iS;BKT;1;1;28/2/2014;GPL Spring 2014 - Week 3;?;?;752;1;;x
ahq;SAJ;1;1;28/2/2014;GPL Spring 2014 - Week 3;?;?;753;1;;x
MLE;Full Louis;1;1;28/2/2014;GPL Spring 2014 - Week 3;?;?;754;1;;x
TPA;SGS;1;1;28/2/2014;GPL Spring 2014 - Week 3;?;?;755;1;;x
Full Louis;yoe.FW;1;1;28/2/2014;GPL Spring 2014 - Week 3;?;?;756;1;;x
IPT;TPS;0;1;28/2/2014;GPL Spring 2014 - Week 3;?;?;757;1;;x
SF5;yoe.FW;1;1;28/2/2014;GPL Spring 2014 - Week 3;?;?;758;1;;x
ahq;TPS;1;1;28/2/2014;GPL Spring 2014 - Week 3;?;?;759;1;;x
TPA;yoe.FW;1;1;28/2/2014;GPL Spring 2014 - Week 3;?;?;760;1;;x
BKT;SAJ;0;1;28/2/2014;GPL Spring 2014 - Week 3;?;?;761;1;;x
Full Louis;SGS;1;1;28/2/2014;GPL Spring 2014 - Week 3;?;?;762;1;;x
iS;IPT;1;1;28/2/2014;GPL Spring 2014 - Week 3;?;?;763;1;;x
BKT;IPT;1;1;7/3/2014;GPL Spring 2014 - Week 4;?;?;764;1;;x
ahq;BKT;1;1;7/3/2014;GPL Spring 2014 - Week 4;?;?;765;1;;x
SGS;TPA;0;1;7/3/2014;GPL Spring 2014 - Week 4;?;?;766;1;;x
ahq;IPT;1;1;7/3/2014;GPL Spring 2014 - Week 4;?;?;767;1;;x
IPT;BKT;0;1;7/3/2014;GPL Spring 2014 - Week 4;?;?;768;1;;x
iS;TPS;0;1;7/3/2014;GPL Spring 2014 - Week 4;?;?;769;1;;x
MLE;yoe.FW;0;1;7/3/2014;GPL Spring 2014 - Week 4;?;?;770;1;;x
SF5;Full Louis;1;1;7/3/2014;GPL Spring 2014 - Week 4;?;?;771;1;;x
TPS;BKT;1;1;7/3/2014;GPL Spring 2014 - Week 4;?;?;772;1;;x
iS;ahq;0;1;7/3/2014;GPL Spring 2014 - Week 4;?;?;773;1;;x
SGS;yoe.FW;0;1;7/3/2014;GPL Spring 2014 - Week 4;?;?;774;1;;x
MLE;TPA;0;1;7/3/2014;GPL Spring 2014 - Week 4;?;?;775;1;;x
TPA;SF5;1;1;14/3/2014;GPL Spring 2014 - Week 5;?;?;776;1;;x
TPA;Full Louis;1;1;14/3/2014;GPL Spring 2014 - Week 5;?;?;777;1;;x
IPT;SAJ;0;1;14/3/2014;GPL Spring 2014 - Week 5;?;?;778;1;;x
SAJ;iS;1;1;14/3/2014;GPL Spring 2014 - Week 5;?;?;779;1;;x
SF5;SGS;0;1;14/3/2014;GPL Spring 2014 - Week 5;?;?;780;1;;x
MLE;SF5;0;1;14/3/2014;GPL Spring 2014 - Week 5;?;?;781;1;;x
Full Louis;MLE;1;1;14/3/2014;GPL Spring 2014 - Week 5;?;?;782;1;;x
yoe.FW;Full Louis;1;1;14/3/2014;GPL Spring 2014 - Week 5;?;?;783;1;;x
BKT;iS;0;1;14/3/2014;GPL Spring 2014 - Week 5;?;?;784;1;;x
SAJ;TPS;0;1;14/3/2014;GPL Spring 2014 - Week 5;?;?;785;1;;x
SAJ;ahq;1;1;14/3/2014;GPL Spring 2014 - Week 5;?;?;786;1;;x
TPS;IPT;1;1;14/3/2014;GPL Spring 2014 - Week 5;?;?;787;1;;x
SGS;MLE;0;1;14/3/2014;GPL Spring 2014 - Week 5;?;?;788;1;;x
yoe.FW;SF5;1;1;14/3/2014;GPL Spring 2014 - Week 5;?;?;789;1;;x
TPS;SF5;1;1;23/8/2014;SEA & TW Regional Qualifiers - Round 2;Zonda,Mountain,OhReal,GodJJ,Awei,;QTV,Jungleology,Optimus,MinaS,Tsu,;790;1;;x
SF5;TPS;0;1;23/8/2014;SEA & TW Regional Qualifiers - Round 2;QTV,Jungleology,Optimus,MinaS,Tsu,;Zonda,Mountain,OhReal,GodJJ,Awei,;791;1;;x
SF5;SAJ;0;1;19/8/2014;SEA & TW Regional Qualifiers - Round 1;QTV,Jungleology,Optimus,MinaS,Tsu,;Gony,Safety,NIXWATER,Archie,Uzi,;792;1;;x
SAJ;SF5;0;1;19/8/2014;SEA & TW Regional Qualifiers - Round 1;Gony,Safety,NIXWATER,Archie,Uzi,;QTV,Jungleology,Optimus,MinaS,Tsu,;793;1;;x
SF5;SAJ;1;1;19/8/2014;SEA & TW Regional Qualifiers - Round 1;QTV,Jungleology,Optimus,MinaS,Tsu,;Gony,Safety,NIXWATER,Archie,Uzi,;794;1;;x
SAJ;SF5;0;1;19/8/2014;SEA & TW Regional Qualifiers - Round 1;Gony,Safety,NIXWATER,Archie,Uzi,;QTV,Jungleology,Optimus,MinaS,Tsu,;795;1;;x
Star Horn Royal Club;LGD;1;1;22/8/2014;LPL Summer 2014 - Loser's Braket Finals;Cola,InSec,corn,Uzi,Zero,;17,Quan,We1less,XQ,Pyl,;796;1;;x
LGD;Star Horn Royal Club;0;1;22/8/2014;LPL Summer 2014 - Loser's Braket Finals;17,Quan,We1less,XQ,Pyl,;Cola,InSec,corn,Uzi,Zero,;797;1;;x
Star Horn Royal Club;LGD;1;1;22/8/2014;LPL Summer 2014 - Loser's Braket Finals;Cola,InSec,corn,Uzi,Zero,;17,Quan,We1less,XQ,Pyl,;798;1;;x
TPS;SF5;0;1;23/8/2014;SEA & TW Regional Qualifiers - Round 2;Zonda,Mountain,OhReal,GodJJ,Awei,;QTV,Jungleology,Optimus,MinaS,Tsu,;799;1;;x
