Team 1;Team 2;Team 1 win?;blue side;date;Event;rooster 1;rooster 2;ID;relevance;comment;x
coL.Black;COG;1;1;16/2/2014;NA Challenger Series #1 - Spring Season - Semifinals;;;1029;1;bo3;x
COG;coL.Black;0;1;16/2/2014;NA Challenger Series #1 - Spring Season - Semifinals;;;1030;1;bo3;x
COG;coL.Red;1;1;16/2/2014;NA Challenger Series #1 - Spring Season - 3rd/4th place;;;1031;1;bo3;x
coL.Red;COG;1;1;16/2/2014;NA Challenger Series #1 - Spring Season - 3rd/4th place;;;1032;1;bo3;x
COG;coL.Red;0;1;16/2/2014;NA Challenger Series #1 - Spring Season - 3rd/4th place;;;1033;1;bo3;x
coL.Black;LMQ;0;1;16/2/2014;NA Challenger Series #1 - Spring Season - Finals;;;1034;1;bo3;x
LMQ;coL.Black;1;1;16/2/2014;NA Challenger Series #1 - Spring Season - Finals;;;1035;1;bo3;x
LMQ;T8;0;1;30/3/2014;NA Challenger Series #2 - Spring Season - Quarterfinals;;;1036;1;bo3;x
T8;LMQ;0;1;30/3/2014;NA Challenger Series #2 - Spring Season - Quarterfinals;;;1037;1;bo3;x
LMQ;T8;1;1;30/3/2014;NA Challenger Series #2 - Spring Season - Quarterfinals;;;1038;1;bo3;x
LoLPro;vVv;1;1;30/3/2014;NA Challenger Series #2 - Spring Season - Quarterfinals;;;1039;1;bo3;x
vVv;LoLPro;1;1;30/3/2014;NA Challenger Series #2 - Spring Season - Quarterfinals;;;1040;1;bo3;x
LoLPro;vVv;0;1;30/3/2014;NA Challenger Series #2 - Spring Season - Quarterfinals;;;1041;1;bo3;x
coL.Red;Crs Acad;0;1;30/3/2014;NA Challenger Series #2 - Spring Season - Quarterfinals;;;1042;1;bo3;x
coL.Black;coL.Red;1;1;13/4/2014;NA Challenger Series - Spring Playoffs - Quarterfinals;;;1043;1;bo3;x
coL.Red;coL.Black;0;1;13/4/2014;NA Challenger Series - Spring Playoffs - Quarterfinals;;;1044;1;bo3;x
Crs Acad;vVv;1;1;13/4/2014;NA Challenger Series - Spring Playoffs - Quarterfinals;;;1045;1;bo3;x
vVv;Crs Acad;0;1;13/4/2014;NA Challenger Series - Spring Playoffs - Quarterfinals;;;1046;1;bo3;x
LoLPro;Everfrag;1;1;22/6/2014;NA Challenger Series #1 - Summer Season - Play-in;;;1047;1;;x
Area of Effect;Necrofantasian;1;1;22/6/2014;NA Challenger Series #1 - Summer Season - Play-in;;;1048;1;;x
TGF;NDG;1;1;22/6/2014;NA Challenger Series #1 - Summer Season - Play-in;;;1049;1;;x
Denial;Crs Acad;0;1;22/6/2014;NA Challenger Series #1 - Summer Season - Play-in;;;1050;1;;x
FFG;XDG Virtus;1;1;22/6/2014;NA Challenger Series #1 - Summer Season - Play-in;;;1051;1;;x
LoLPro;Area of Effect;1;1;22/6/2014;NA Challenger Series #1 - Summer Season - Quarterfinals;;;1052;1;bo3;x
Area of Effect;LoLPro;0;1;22/6/2014;NA Challenger Series #1 - Summer Season - Quarterfinals;;;1053;1;bo3;x
C;TGF;1;1;22/6/2014;NA Challenger Series #1 - Summer Season - Quarterfinals;;;1054;1;bo3;x
TGF;C;0;1;22/6/2014;NA Challenger Series #1 - Summer Season - Quarterfinals;;;1055;1;bo3;x
LoLPro;FFG;1;1;22/6/2014;NA Challenger Series #1 - Summer Season - Semifinals;;;1056;1;bo3;x
FFG;LoLPro;0;1;22/6/2014;NA Challenger Series #1 - Summer Season - Semifinals;;;1057;1;bo3;x
C;Crs Acad;1;1;22/6/2014;NA Challenger Series #1 - Summer Season - Semifinals;;;1058;1;bo3;x
Crs Acad;C;1;1;22/6/2014;NA Challenger Series #1 - Summer Season - Semifinals;;;1059;1;bo3;x
C;Crs Acad;1;1;22/6/2014;NA Challenger Series #1 - Summer Season - Semifinals;;;1060;1;bo3;x
Crs Acad;FFG;1;1;22/6/2014;NA Challenger Series #1 - Summer Season - 3rd/4th;;;1061;1;bo3;x
FFG;Crs Acad;0;1;22/6/2014;NA Challenger Series #1 - Summer Season - 3rd/4th;;;1062;1;bo3;x
C;LoLPro;1;1;22/6/2014;NA Challenger Series #1 - Summer Season - Finals;;;1063;1;bo3;x
LoLPro;C;0;1;22/6/2014;NA Challenger Series #1 - Summer Season - Finals;;;1064;1;bo3;x
T8;Area of Effect;1;1;2/8/2014;NA Challenger Series #2 - Summer Season - Play-in;;;1065;1;;x
WG;To be Decided;1;1;2/8/2014;NA Challenger Series #2 - Summer Season - Play-in;;;1066;1;;x
C;Denial;1;1;2/8/2014;NA Challenger Series #2 - Summer Season - Quarterfinals;;;1067;1;bo3;x
Denial;C;0;1;2/8/2014;NA Challenger Series #2 - Summer Season - Quarterfinals;;;1068;1;bo3;x
T8;Zenith eSports;1;1;2/8/2014;NA Challenger Series #2 - Summer Season - Quarterfinals;;;1069;1;bo3;x
Zenith eSports;T8;0;1;2/8/2014;NA Challenger Series #2 - Summer Season - Quarterfinals;;;1070;1;bo3;x
Crs Acad;WG;1;1;2/8/2014;NA Challenger Series #2 - Summer Season - Quarterfinals;;;1071;1;bo3;x
WG;Crs Acad;1;1;2/8/2014;NA Challenger Series #2 - Summer Season - Quarterfinals;;;1072;1;bo3;x
Crs Acad;WG;1;1;2/8/2014;NA Challenger Series #2 - Summer Season - Quarterfinals;;;1073;1;bo3;x
LoLPro;COG;1;1;2/8/2014;NA Challenger Series #2 - Summer Season - Quarterfinals;;;1074;1;bo3;x
COG;LoLPro;1;1;2/8/2014;NA Challenger Series #2 - Summer Season - Quarterfinals;;;1075;1;bo3;x
LoLPro;COG;1;1;2/8/2014;NA Challenger Series #2 - Summer Season - Quarterfinals;;;1076;1;bo3;x
C;T8;1;1;2/8/2014;NA Challenger Series #2 - Summer Season - Semifinals;;;1077;1;bo3;x
T8;C;0;1;2/8/2014;NA Challenger Series #2 - Summer Season - Semifinals;;;1078;1;bo3;x
LoLPro;Crs Acad;0;1;2/8/2014;NA Challenger Series #2 - Summer Season - Semifinals;;;1079;1;bo3;x
Crs Acad;LoLPro;1;1;2/8/2014;NA Challenger Series #2 - Summer Season - Semifinals;;;1080;1;bo3;x
LoLPro;T8;1;1;2/8/2014;NA Challenger Series #2 - Summer Season - 3rd place;;;1081;1;bo3;x
T8;LoLPro;1;1;2/8/2014;NA Challenger Series #2 - Summer Season - 3rd place;;;1082;1;bo3;x
LoLPro;T8;0;1;2/8/2014;NA Challenger Series #2 - Summer Season - 3rd place;;;1083;1;bo3;x
C;Crs Acad;1;1;2/8/2014;NA Challenger Series #2 - Summer Season - Finals;;;1084;1;bo3;x
Crs Acad;C;0;1;2/8/2014;NA Challenger Series #2 - Summer Season - Finals;;;1085;1;bo3;x
LoLPro;Denial;1;1;24/8/2014;NA Challenger Series - Summer Playoffs - Quarterfinals;;;1086;1;bo3;x
Denial;LoLPro;1;1;24/8/2014;NA Challenger Series - Summer Playoffs - Quarterfinals;;;1087;1;bo3;x
LoLPro;Denial;1;1;24/8/2014;NA Challenger Series - Summer Playoffs - Quarterfinals;;;1088;1;bo3;x
T8;XDG;1;1;24/8/2014;NA Challenger Series - Summer Playoffs - Quarterfinals;;;1089;1;bo3;x
XDG;T8;1;1;24/8/2014;NA Challenger Series - Summer Playoffs - Quarterfinals;;;1090;1;bo3;x
T8;XDG;1;1;24/8/2014;NA Challenger Series - Summer Playoffs - Quarterfinals;;;1091;1;bo3;x
C;T8;0;1;24/8/2014;NA Challenger Series - Summer Playoffs - Semifinals;;;1092;1;bo3;x
T8;C;1;1;24/8/2014;NA Challenger Series - Summer Playoffs - Semifinals;;;1093;1;bo3;x
Crs Acad;LoLPro;1;1;24/8/2014;NA Challenger Series - Summer Playoffs - Semifinals;;;1094;1;bo3;x
LoLPro;Crs Acad;0;1;24/8/2014;NA Challenger Series - Summer Playoffs - Semifinals;;;1095;1;bo3;x
C;LoLPro;1;1;24/8/2014;NA Challenger Series - Summer Playoffs - 3rd Place;;;1096;1;bo5;x
LoLPro;C;1;1;24/8/2014;NA Challenger Series - Summer Playoffs - 3rd Place;;;1097;1;bo5;x
C;LoLPro;1;1;24/8/2014;NA Challenger Series - Summer Playoffs - 3rd Place;;;1098;1;bo5;x
LoLPro;C;0;1;24/8/2014;NA Challenger Series - Summer Playoffs - 3rd Place;;;1099;1;bo5;x
Crs Acad;T8;1;1;24/8/2014;NA Challenger Series - Summer Playoffs - Finals;;;1100;1;bo5;x
T8;Crs Acad;1;1;24/8/2014;NA Challenger Series - Summer Playoffs - Finals;;;1101;1;bo5;x
Crs Acad;T8;0;1;24/8/2014;NA Challenger Series - Summer Playoffs - Finals;;;1102;1;bo5;x
T8;Crs Acad;1;1;24/8/2014;NA Challenger Series - Summer Playoffs - Finals;;;1103;1;bo5;x
Email;coL.Black;0;1;20/2/2014;NA Challenger League - Season 2 - Week 1 ;;;1104;1;;x
STNA;LoLPro;0;1;20/2/2014;NA Challenger League - Season 2 - Week 1 ;;;1105;1;;x
LMQ;Crs Acad;1;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1106;1;;x
C9T;vVv;1;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1107;1;;x
T8;COG;0;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1108;1;;x
Crs Acad;coL.Black;1;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1109;1;;x
COG;vVv;0;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1110;1;;x
STNA;T8;0;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1111;1;;x
LMQ;Email;1;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1112;1;;x
C9T;LoLPro;1;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1113;1;;x
vVv;T8;0;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1114;1;;x
Email;coL.Black;0;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1115;1;;x
C9T;LMQ;1;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1116;1;;x
COG;LoLPro;0;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1117;1;;x
Crs Acad;STNA;1;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1118;1;;x
C9T;COG;1;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1119;1;;x
T8;LMQ;0;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1120;1;;x
vVv;Email;1;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1121;1;;x
coL.Black;Crs Acad;0;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1122;1;;x
LoLPro;STNA;1;1;20/2/2014;NA Challenger League - Season 2 - Week 1;;;1123;1;;x
LMQ;STNA;1;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1124;1;;x
COG;T8;0;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1125;1;;x
coL.Black;LoLPro;1;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1126;1;;x
vVv;Crs Acad;0;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1127;1;;x
T8;C9T;1;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1128;1;;x
Email;Crs Acad;0;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1129;1;;x
coL.Black;COG;1;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1130;1;;x
STNA;LMQ;0;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1131;1;;x
vVv;LoLPro;1;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1132;1;;x
Email;COG;1;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1133;1;;x
LoLPro;vVv;0;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1134;1;;x
STNA;Crs Acad;0;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1135;1;;x
T8;C9T;1;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1136;1;;x
coL.Black;LMQ;1;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1137;1;;x
coL.Black;T8;1;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1138;1;;x
STNA;C9T;0;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1139;1;;x
vVv;COG;1;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1140;1;;x
LMQ;coL.Black;1;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1141;1;;x
Crs Acad;Email;1;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1142;1;;x
STNA;coL.Black;1;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1143;1;;x
Crs Acad;LMQ;1;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1144;1;;x
Email;T8;0;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1145;1;;x
COG;T8;0;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1146;1;;x
vVv;C9T;0;1;28/2/2014;NA Challenger League - Season 2 - Week 2;;;1147;1;;x
C9T;T8;0;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1148;1;;x
STNA;Email;0;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1149;1;;x
LMQ;COG;1;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1150;1;;x
coL.Black;Crs Acad;1;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1151;1;;x
COG;LMQ;0;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1152;1;;x
Email;LoLPro;0;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1153;1;;x
LMQ;C9T;1;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1154;1;;x
COG;vVv;0;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1155;1;;x
STNA;Crs Acad;0;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1156;1;;x
vVv;LoLPro;0;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1157;1;;x
Crs Acad;LoLPro;0;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1158;1;;x
coL.Black;7w Lyon;1;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1159;1;;x
COG;C9T;0;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1160;1;;x
Email;vVv;1;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1161;1;;x
LMQ;T8;0;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1162;1;;x
7w Lyon;LMQ;0;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1163;1;;x
LoLPro;COG;1;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1164;1;;x
coL.Black;Email;1;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1165;1;;x
T8;vVv;1;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1166;1;;x
C9T;Crs Acad;1;1;6/3/2014;NA Challenger League - Season 2 - Week 3;;;1167;1;;x
T8;Crs Acad;1;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1168;1;;x
LoLPro;COG;1;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1169;1;;x
C9T;7w Lyon;1;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1170;1;;x
coL.Black;vVv;1;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1171;1;;x
vVv;7w Lyon;0;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1172;1;;x
T8;coL.Black;0;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1173;1;;x
Crs Acad;Email;1;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1174;1;;x
C9T;COG;1;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1175;1;;x
LoLPro;LMQ;0;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1176;1;;x
Crs Acad;LMQ;0;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1177;1;;x
C9T;LoLPro;1;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1178;1;;x
vVv;coL.Black;1;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1179;1;;x
T8;Email;1;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1180;1;;x
COG;7w Lyon;1;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1181;1;;x
LoLPro;Email;1;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1182;1;;x
LMQ;LoLPro;1;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1183;1;;x
LoLPro;T8;1;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1184;1;;x
COG;Email;0;1;13/3/2014;NA Challenger League - Season 2 - Week 4;;;1185;1;;x
coL.Black;7w Lyon;1;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1186;1;;x
T8;vVv;0;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1187;1;;x
7w Lyon;COG;0;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1188;1;;x
LoLPro;coL.Black;1;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1189;1;;x
LMQ;Email;1;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1190;1;;x
Crs Acad;C9T;0;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1191;1;;x
Email;LMQ;0;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1192;1;;x
coL.Black;C9T;1;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1193;1;;x
7w Lyon;vVv;1;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1194;1;;x
Crs Acad;T8;1;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1195;1;;x
COG;Crs Acad;0;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1196;1;;x
LoLPro;Crs Acad;1;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1197;1;;x
LMQ;vVv;1;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1198;1;;x
Email;7w Lyon;1;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1199;1;;x
C9T;coL.Black;1;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1200;1;;x
T8;LoLPro;1;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1201;1;;x
COG;coL.Black;0;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1202;1;;x
vVv;LMQ;0;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1203;1;;x
LoLPro;T8;0;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1204;1;;x
LoLPro;C9T;1;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1205;1;;x
Email;7w Lyon;0;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1206;1;;x
Crs Acad;COG;1;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1207;1;;x
Crs Acad;vVv;1;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1208;1;;x
T8;7w Lyon;0;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1209;1;;x
LMQ;coL.Black;1;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1210;1;;x
C9T;Email;0;1;21/3/2014;NA Challenger League - Season 2 - Week 5;;;1211;1;;x
COG;C;0;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1212;1;;x
VES;IO;0;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1213;1;;x
coL;TBD;1;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1214;1;;x
Crs Acad;ggLA;0;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1215;1;;x
TBD;VES;1;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1216;1;;x
ggLA;C;0;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1217;1;;x
coL;NiD;1;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1218;1;;x
IO;Crs Acad;0;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1219;1;;x
coL;Team Curse;1;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1220;1;;x
VES;NiD;0;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1221;1;;x
ggLA;IO;1;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1222;1;;x
C;TBD;1;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1223;1;;x
IO;coL;0;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1224;1;;x
TBD;NiD;0;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1225;1;;x
C;Crs Acad;1;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1226;1;;x
COG;Team Curse;0;1;10/10/2013;NA Challenger League - Season 1 - Week 1;;;1227;1;;x
C;Team Curse;1;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1228;1;;x
Crs Acad;VES;1;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1229;1;;x
ggLA;COG;1;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1230;1;;x
NiD;IO;1;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1231;1;;x
VES;IO;0;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1232;1;;x
Crs Acad;Team Curse;0;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1233;1;;x
COG;NiD;0;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1234;1;;x
TBD;C;0;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1235;1;;x
ggLA;coL;0;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1236;1;;x
C;IO;1;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1237;1;;x
TBD;Crs Acad;1;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1238;1;;x
ggLA;Team Curse;0;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1239;1;;x
coL;COG;1;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1240;1;;x
Team Curse;VES;1;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1241;1;;x
COG;IO;1;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1242;1;;x
C;ggLA;1;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1243;1;;x
coL;NiD;1;1;17/10/2013;NA Challenger League - Season 1 - Week 2;;;1244;1;;x
COG;Team Curse;0;1;23/10/2013;NA Challenger League - Season 1 - Week 3;;;1245;1;;x
VES;TBD;0;1;23/10/2013;NA Challenger League - Season 1 - Week 3;;;1246;1;;x
coL;IO;1;1;23/10/2013;NA Challenger League - Season 1 - Week 3;;;1247;1;;x
ggLA;Crs Acad;0;1;23/10/2013;NA Challenger League - Season 1 - Week 3;;;1248;1;;x
coL;VES;1;1;23/10/2013;NA Challenger League - Season 1 - Week 3;;;1249;1;;x
Team Curse;Crs Acad;1;1;23/10/2013;NA Challenger League - Season 1 - Week 3;;;1250;1;;x
NiD;C;0;1;23/10/2013;NA Challenger League - Season 1 - Week 3;;;1251;1;;x
COG;IO;1;1;23/10/2013;NA Challenger League - Season 1 - Week 3;;;1252;1;;x
ggLA;TBD;1;1;23/10/2013;NA Challenger League - Season 1 - Week 3;;;1253;1;;x
ggLA;NiD;0;1;23/10/2013;NA Challenger League - Season 1 - Week 3;;;1254;1;;x
COG;VES;0;1;23/10/2013;NA Challenger League - Season 1 - Week 3;;;1255;1;;x
coL;C;0;1;23/10/2013;NA Challenger League - Season 1 - Week 3;;;1256;1;;x
coL;Crs Acad;0;1;23/10/2013;NA Challenger League - Season 1 - Week 3;;;1257;1;;x
TBD;Team Curse;0;1;23/10/2013;NA Challenger League - Season 1 - Week 3;;;1258;1;;x
COG;ggLA;1;1;23/10/2013;NA Challenger League - Season 1 - Week 3;;;1259;1;;x
VES;coL;0;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1260;1;;x
TBD;ggLA;1;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1261;1;;x
NiD;Crs Acad;0;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1262;1;;x
Team Curse;C;0;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1263;1;;x
Crs Acad;TBD;1;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1264;1;;x
Team Curse;COG;1;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1265;1;;x
C;coL;1;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1266;1;;x
ggLA;NiD;1;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1267;1;;x
NiD;VES;0;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1268;1;;x
C;COG;1;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1269;1;;x
Crs Acad;ggLA;1;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1270;1;;x
coL;TBD;1;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1271;1;;x
VES;COG;1;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1272;1;;x
Team Curse;ggLA;1;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1273;1;;x
C;vVv;1;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1274;1;;x
Crs Acad;NiD;1;1;31/10/2013;NA Challenger League - Season 1 - Week 4;;;1275;1;;x
C;VES;1;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1276;1;;x
ggLA;Crs Acad;0;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1277;1;;x
NiD;Team Curse;0;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1278;1;;x
TBD;COG;1;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1279;1;;x
ggLA;coL;1;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1280;1;;x
vVv;VES;1;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1281;1;;x
Crs Acad;NiD;0;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1282;1;;x
Team Curse;C;1;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1283;1;;x
Team Curse;TBD;1;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1284;1;;x
ggLA;VES;1;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1285;1;;x
vVv;COG;1;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1286;1;;x
NiD;coL;0;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1287;1;;x
NiD;ggLA;1;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1288;1;;x
VES;Team Curse;0;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1289;1;;x
TBD;Crs Acad;1;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1290;1;;x
COG;coL;0;1;7/11/2013;NA Challenger League - Season 1 - Week 5;;;1291;1;;x
VES;COG;1;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1292;1;;x
vVv;ggLA;0;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1293;1;;x
NiD;TBD;0;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1294;1;;x
Crs Acad;coL;1;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1295;1;;x
VES;C;0;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1296;1;;x
NiD;coL;0;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1297;1;;x
Team Curse;COG;1;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1298;1;;x
Crs Acad;vVv;0;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1299;1;;x
